0.02703382,0.02551244
0.02977383,0.02430034
0.03261572,0.02283986
0.03531473,0.02154884
0.03805075,0.02003928
0.04046008,0.01843415
0.04314447,0.01683309
0.0455401,0.01548328
0.0478248,0.01392802
0.05021619,0.01231235
0.05248971,0.01059878
0.05466329,0.009114615
0.05662911,0.007453859
0.0587943,0.005374148
0.06079336,0.003639075
0.06227401,0.002092605
0.06415075,0.0002158655
0.06602749,-0.001713006
0.06821702,-0.003485482
0.06969109,-0.004798211
0.0709199,-0.007021772
0.07244129,-0.008543156
0.07390415,-0.01064969
0.07519148,-0.01211256
0.07634955,-0.01370329
0.07775711,-0.01563216
0.07859122,-0.01719611
0.07973811,-0.01886432
0.08057222,-0.02084532
0.08166698,-0.0224614
0.08255322,-0.02350404
0.08359585,-0.02496372
0.08380438,-0.0267362
0.08437783,-0.02803949
0.08484701,-0.02892573
0.08542046,-0.03095886
0.08598745,-0.03215387
0.08587042,-0.03347045
0.086163,-0.03437743
0.08628203,-0.03547744
0.08668749,-0.03628835
0.08642947,-0.03702555
0.08654005,-0.03735729
0.08668749,-0.03754159
0.08709295,-0.03794705
0.08709295,-0.03794705
0.08709295,-0.03794705
0.08731411,-0.03761531
0.08705609,-0.03724671
0.08731411,-0.03684125
0.08735097,-0.03610405
0.08764585,-0.03525628
0.08830933,-0.03451908
0.08816189,-0.03381874
0.08838305,-0.03267609
0.08886222,-0.03157029
0.08933394,-0.03030372
0.09012004,-0.02889702
0.09053377,-0.02732483
0.0912785,-0.02496655
0.0924061,-0.02319125
0.09318808,-0.02204435
0.0945435,-0.01922924
0.09595106,-0.01703971
0.09709795,-0.01453739
0.09924105,-0.01199553
0.1008209,-0.009596422
0.1033182,-0.006762221
0.1053041,-0.004445307
0.1081175,-0.0019629
0.1112619,0.0005195082
0.1140753,0.004160373
0.1175506,0.006973769
0.1205295,0.008959695
0.1243359,0.01243507
0.1288042,0.0142555
0.133538,0.0178885
0.1379692,0.02028655
0.1427131,0.02252821
0.1475614,0.02508266
0.1527224,0.02716793
0.1594995,0.02982664
0.1642435,0.03112993
0.1690794,0.03285844
0.175283,0.03426302
0.1810184,0.03519941
0.1883924,0.03601875
0.1938937,0.03683809
0.2000973,0.03730629
0.2040769,0.03742334
0.2158989,0.03718924
0.2221024,0.0361358
0.2291254,0.03601875
0.2360312,0.03438007
0.2442247,0.03320958
0.2506623,0.03086861
0.2580364,0.02829354
0.2638888,0.02653781
0.2697413,0.02466503
0.2757108,0.02185586
0.2813291,0.01998308
0.2872986,0.01623752
0.2926828,0.01260901
0.2980671,0.008629357
0.3022808,0.005586091
0.3061434,0.002542825
0.3111765,-0.001670928
0.3138686,-0.004831243
0.3166778,-0.007991558
0.3201523,-0.0105434
0.3228455,-0.01520715
0.3246847,-0.01770324
0.3273122,-0.02092189
0.327772,-0.02427191
0.3294142,-0.02650526
0.3322387,-0.02781899
0.3334867,-0.03103763
0.3336838,-0.03359941
0.3345377,-0.03537295
0.3348215,-0.03668876
0.3358163,-0.03821014
0.3354067,-0.03943895
0.3355822,-0.04055074
0.3356992,-0.0411944
0.3361088,-0.04148697
0.3361674,-0.041604
0.3361674,-0.04148697
0.3361674,-0.04101885
0.3361088,-0.04049222
0.3364014,-0.03908787
0.3372206,-0.03821014
0.3371621,-0.03698133
0.3379228,-0.0360451
0.3384494,-0.0340556
0.3390346,-0.03235867
0.3402921,-0.0298641
0.3414911,-0.02710112
0.3431593,-0.0247552
0.3444105,-0.02240927
0.3463915,-0.02021974
0.3490502,-0.01683118
0.3507706,-0.01412034
0.3535481,-0.01080073
0.3558891,-0.007640412
0.3594006,-0.004011902
0.3631461,-0.001202733
0.3668917,0.002308728
0.3708713,0.00570314
0.3750851,0.008746406
0.3789477,0.01085328
0.384566,0.01436474
0.3886627,0.01612047
0.3938129,0.0183444
